Timestamp;Hidrógeno (ppm);Metano (ppm);Acetileno (ppm);Etileno (ppm);Etano (ppm);Monóxido de carbono (ppm);Dióxido de carbono (ppm);Oxígeno (ppm);Gas combustible disuelto total (ppm);Agua (ppm)
1/6/2025 8:00:00;"8,8";"10,7";"0,0";"3,5";"8,2";"1089,9";"4506";"20333,5";"1121";"3,6"
1/6/2025 2:00:00;"8,8";"10,2";"0,0";"3,5";"8,3";"1092,5";"4567";"20374,8";"1123";"3,5"
31/5/2025 20:00:00;"8,8";"8,9";"0,0";"3,5";"8,7";"1093,6";"4530";"20335,6";"1124";"3,3"
31/5/2025 14:00:00;"8,8";"12,6";"0,0";"3,6";"8,8";"1093,4";"4489";"20453,6";"1127";"3,2"
31/5/2025 8:00:00;"8,8";"11,8";"0,0";"3,6";"9,0";"1091,7";"4496";"20373,6";"1125";"3,6"
31/5/2025 2:00:00;"8,8";"7,8";"0,0";"3,6";"9,2";"1094,1";"4562";"20327,9";"1124";"3,8"
30/5/2025 20:00:00;"8,9";"12,4";"0,0";"3,6";"10,1";"1095,9";"4511";"20301,3";"1131";"3,7"
30/5/2025 14:00:00;"8,8";"13,0";"0,0";"3,5";"9,1";"1093,6";"4506";"20330,6";"1128";"3,6"
30/5/2025 8:00:00;"8,8";"12,3";"0,0";"3,5";"9,3";"1093,5";"4476";"20293,1";"1127";"3,5"
30/5/2025 2:00:00;"8,7";"8,5";"0,0";"3,7";"9,0";"1095,2";"4547";"20339,3";"1125";"3,7"
29/5/2025 20:00:00;"8,8";"12,0";"0,0";"3,7";"9,9";"1095,2";"4505";"20328,9";"1130";"3,8"
29/5/2025 14:00:00;"8,6";"12,4";"0,0";"3,5";"9,7";"1094,3";"4504";"20269,6";"1128";"3,7"
29/5/2025 2:00:00;"8,8";"9,6";"0,0";"3,5";"8,5";"1093,5";"4552";"20368,5";"1124";"3,7"
28/5/2025 20:00:00;"8,9";"7,3";"0,0";"3,5";"9,0";"1095,1";"4539";"20244,0";"1124";"3,7"
28/5/2025 14:00:00;"9,0";"12,5";"0,0";"3,4";"9,1";"1094,8";"4524";"20264,9";"1129";"3,7"
28/5/2025 8:00:00;"8,8";"10,5";"0,0";"3,3";"8,2";"1091,3";"4504";"20307,8";"1122";"3,6"
28/5/2025 2:00:00;"8,7";"7,1";"0,0";"3,5";"8,8";"1092,0";"4490";"20355,4";"1120";"3,7"
27/5/2025 20:00:00;"8,9";"11,2";"0,0";"3,5";"8,9";"1093,0";"4481";"20307,3";"1126";"3,7"
27/5/2025 14:00:00;"8,8";"12,5";"0,0";"3,6";"9,4";"1096,3";"4506";"20319,6";"1131";"3,6"
27/5/2025 8:00:00;"8,6";"10,7";"0,0";"3,5";"7,9";"1091,1";"4474";"20336,4";"1122";"3,6"
27/5/2025 2:00:00;"8,7";"9,1";"0,0";"3,5";"8,5";"1093,3";"4548";"20295,9";"1123";"3,8"
26/5/2025 20:00:00;"8,8";"8,8";"0,0";"3,5";"8,5";"1093,0";"4517";"20316,2";"1123";"3,7"
26/5/2025 14:00:00;"8,8";"13,1";"0,0";"3,3";"8,6";"1095,8";"4515";"20254,2";"1130";"3,7"
26/5/2025 8:00:00;"8,6";"13,5";"0,0";"3,2";"8,1";"1093,2";"4497";"20296,9";"1127";"3,6"
26/5/2025 2:00:00;"8,6";"9,2";"0,0";"3,3";"8,4";"1090,2";"4515";"20363,0";"1120";"3,8"
25/5/2025 20:00:00;"8,8";"7,9";"0,0";"3,3";"8,4";"1093,7";"4523";"20237,3";"1122";"3,8"
25/5/2025 14:00:00;"8,7";"9,9";"0,0";"3,3";"8,0";"1090,3";"4502";"20298,6";"1120";"3,6"
25/5/2025 8:00:00;"8,6";"11,3";"0,0";"3,4";"9,0";"1092,5";"4481";"20297,9";"1125";"3,7"
25/5/2025 2:00:00;"8,7";"8,6";"0,0";"3,4";"9,0";"1094,7";"4549";"20334,9";"1124";"3,8"
24/5/2025 20:00:00;"8,7";"6,5";"0,0";"3,4";"9,5";"1092,6";"4529";"20210,4";"1121";"4,0"
24/5/2025 14:00:00;"8,7";"12,8";"0,0";"3,6";"9,4";"1093,7";"4508";"20228,3";"1128";"3,9"
24/5/2025 8:00:00;"8,5";"9,8";"0,0";"3,5";"8,9";"1089,3";"4452";"20319,0";"1120";"3,7"
24/5/2025 2:00:00;"8,6";"7,4";"0,0";"3,7";"8,0";"1092,8";"4497";"20346,5";"1120";"3,8"
23/5/2025 20:00:00;"8,7";"7,6";"0,0";"3,8";"8,2";"1092,3";"4511";"20269,4";"1120";"3,8"
23/5/2025 14:00:00;"8,7";"11,4";"0,0";"3,9";"8,7";"1093,6";"4513";"20213,4";"1126";"3,7"
23/5/2025 8:00:00;"8,5";"13,0";"0,0";"3,8";"8,0";"1088,7";"4455";"20294,4";"1122";"3,6"
23/5/2025 2:00:00;"8,5";"8,4";"0,0";"3,5";"7,9";"1091,0";"4518";"20325,9";"1119";"3,8"
22/5/2025 20:00:00;"8,6";"7,7";"0,0";"3,7";"8,1";"1093,9";"4526";"20284,0";"1122";"3,8"
22/5/2025 14:00:00;"8,7";"12,3";"0,0";"3,3";"8,7";"1092,3";"4519";"20277,9";"1125";"3,7"
22/5/2025 8:00:00;"8,5";"10,4";"0,0";"3,1";"8,2";"1091,1";"4508";"20301,7";"1121";"3,7"
22/5/2025 2:00:00;"8,5";"8,7";"0,0";"3,2";"8,2";"1092,7";"4575";"20296,5";"1121";"3,8"
21/5/2025 20:00:00;"8,7";"9,6";"0,0";"3,2";"7,8";"1091,0";"4529";"20225,5";"1120";"3,8"
21/5/2025 14:00:00;"8,6";"11,2";"0,0";"3,4";"7,6";"1092,6";"4539";"20260,3";"1123";"3,7"
21/5/2025 8:00:00;"8,7";"11,5";"0,0";"3,5";"8,2";"1091,4";"4481";"20277,1";"1123";"3,7"
21/5/2025 2:00:00;"8,8";"8,0";"0,0";"3,8";"8,9";"1094,6";"4507";"20298,9";"1124";"3,9"
20/5/2025 20:00:00;"8,9";"11,1";"0,0";"3,9";"8,4";"1094,4";"4509";"20178,5";"1127";"3,9"
20/5/2025 14:00:00;"8,9";"8,0";"0,0";"3,7";"8,3";"1093,2";"4518";"20285,9";"1122";"3,8"
20/5/2025 8:00:00;"8,6";"8,3";"0,0";"3,6";"8,2";"1092,2";"4471";"20273,3";"1121";"3,9"
20/5/2025 2:00:00;"8,7";"7,0";"0,0";"3,6";"9,2";"1091,5";"4511";"20227,5";"1120";"4,1"
19/5/2025 20:00:00;"8,9";"6,6";"0,0";"3,7";"9,0";"1093,6";"4534";"20148,0";"1122";"4,2"
19/5/2025 14:00:00;"8,8";"11,7";"0,0";"3,6";"8,8";"1092,1";"4517";"20160,3";"1125";"4,1"
19/5/2025 8:00:00;"8,7";"12,0";"0,0";"3,7";"8,7";"1090,0";"4485";"20298,0";"1123";"3,9"
19/5/2025 2:00:00;"8,8";"8,5";"0,0";"3,8";"9,0";"1092,1";"4549";"20156,3";"1122";"4,3"
18/5/2025 20:00:00;"8,8";"6,5";"0,0";"3,8";"9,2";"1090,6";"4529";"20164,2";"1119";"4,1"
18/5/2025 14:00:00;"8,8";"13,2";"0,0";"3,7";"8,5";"1091,4";"4517";"20255,8";"1126";"3,9"
18/5/2025 8:00:00;"8,6";"11,6";"0,0";"3,9";"8,9";"1090,9";"4481";"20316,8";"1124";"3,9"
18/5/2025 2:00:00;"8,6";"8,0";"0,0";"4,1";"9,6";"1089,7";"4479";"20268,7";"1120";"4,1"
17/5/2025 20:00:00;"8,7";"8,4";"0,0";"4,3";"9,5";"1090,5";"4518";"20182,3";"1121";"4,3"
17/5/2025 14:00:00;"8,6";"13,6";"0,0";"4,2";"9,4";"1088,7";"4512";"20179,2";"1125";"4,3"
17/5/2025 8:00:00;"8,5";"13,1";"0,0";"4,0";"8,6";"1088,4";"4445";"20238,3";"1123";"4,1"
17/5/2025 2:00:00;"8,4";"6,0";"0,0";"4,0";"9,6";"1086,8";"4498";"20235,1";"1115";"4,2"
16/5/2025 20:00:00;"8,6";"7,7";"0,0";"4,0";"9,4";"1089,0";"4497";"20177,2";"1119";"4,2"
16/5/2025 14:00:00;"8,5";"11,6";"0,0";"3,9";"9,6";"1087,3";"4475";"20222,3";"1121";"3,9"
16/5/2025 8:00:00;"8,4";"11,7";"0,0";"3,8";"8,6";"1087,8";"4432";"20257,9";"1120";"3,8"
16/5/2025 2:00:00;"8,3";"10,0";"0,0";"3,6";"8,4";"1084,6";"4501";"20266,7";"1115";"3,8"
15/5/2025 20:00:00;"8,4";"9,1";"0,0";"3,7";"8,5";"1086,0";"4503";"20303,0";"1116";"3,7"
15/5/2025 14:00:00;"8,5";"12,3";"0,0";"3,7";"9,2";"1085,3";"4464";"20246,3";"1119";"3,7"
15/5/2025 8:00:00;"8,4";"11,5";"0,0";"3,7";"8,9";"1085,3";"4414";"20252,2";"1118";"3,7"
15/5/2025 2:00:00;"8,4";"7,1";"0,0";"3,6";"9,5";"1086,7";"4511";"20256,2";"1115";"3,7"
14/5/2025 20:00:00;"8,4";"6,2";"0,0";"3,5";"9,2";"1085,7";"4485";"20220,8";"1113";"3,8"
14/5/2025 14:00:00;"8,3";"11,5";"0,0";"3,5";"9,3";"1085,8";"4466";"20245,2";"1118";"3,7"
14/5/2025 8:00:00;"8,2";"11,4";"0,0";"3,4";"8,4";"1086,8";"4439";"20241,2";"1118";"3,7"
14/5/2025 2:00:00;"8,1";"8,4";"0,0";"3,4";"8,6";"1086,1";"4569";"20222,6";"1115";"3,7"
13/5/2025 20:00:00;"8,3";"8,5";"0,0";"3,5";"9,0";"1086,4";"4529";"20270,5";"1116";"3,5"
13/5/2025 14:00:00;"8,2";"11,1";"0,0";"3,3";"8,9";"1085,5";"4453";"20246,7";"1117";"3,4"
13/5/2025 8:00:00;"8,0";"11,0";"0,0";"3,0";"8,2";"1083,9";"4445";"20395,8";"1114";"3,2"
13/5/2025 2:00:00;"8,1";"9,9";"0,0";"3,3";"8,1";"1085,0";"4509";"20292,5";"1114";"3,5"
12/5/2025 20:00:00;"8,2";"9,2";"0,0";"3,1";"8,8";"1085,3";"4493";"20207,2";"1115";"3,5"
12/5/2025 14:00:00;"8,0";"9,7";"0,0";"2,9";"8,7";"1084,3";"4431";"20365,6";"1114";"2,8"
12/5/2025 8:00:00;"7,9";"10,7";"0,0";"2,8";"7,8";"1084,9";"4419";"20350,3";"1114";"2,9"
12/5/2025 2:00:00;"7,8";"10,4";"0,0";"3,1";"7,5";"1077,2";"4412";"20389,1";"1106";"3,1"
11/5/2025 20:00:00;"7,9";"10,2";"0,0";"3,1";"7,7";"1075,3";"4420";"20374,4";"1104";"3,3"
11/5/2025 14:00:00;"8,0";"10,7";"0,0";"3,7";"9,0";"1086,3";"4477";"20306,9";"1118";"3,6"
11/5/2025 8:00:00;"8,4";"9,9";"0,0";"3,4";"8,9";"1087,1";"4476";"20223,0";"1118";"3,9"
11/5/2025 2:00:00;"8,4";"5,8";"0,0";"3,5";"8,9";"1084,6";"4512";"20172,8";"1111";"4,2"
10/5/2025 20:00:00;"8,6";"6,2";"0,0";"3,6";"8,8";"1090,3";"4507";"20092,7";"1118";"4,0"
10/5/2025 14:00:00;"8,5";"10,7";"0,0";"3,5";"8,9";"1087,2";"4479";"20165,6";"1119";"3,8"
10/5/2025 8:00:00;"8,4";"10,5";"0,0";"3,4";"8,0";"1084,7";"4418";"20222,9";"1115";"3,6"
10/5/2025 2:00:00;"8,3";"11,7";"0,0";"3,5";"8,7";"1088,1";"4412";"20245,7";"1120";"3,7"
9/5/2025 20:00:00;"8,3";"16,3";"0,0";"3,5";"8,4";"1084,6";"4430";"20167,6";"1121";"3,7"
9/5/2025 14:00:00;"8,2";"11,7";"0,0";"3,4";"8,4";"1085,4";"4463";"20199,2";"1117";"3,6"
9/5/2025 8:00:00;"8,1";"10,7";"0,0";"3,3";"7,9";"1083,4";"4417";"20278,5";"1113";"3,6"
9/5/2025 2:00:00;"8,1";"6,3";"0,0";"3,5";"8,1";"1085,3";"4468";"20218,7";"1111";"3,7"
8/5/2025 20:00:00;"8,3";"13,1";"0,0";"3,6";"8,4";"1085,0";"4441";"20140,0";"1118";"3,7"
8/5/2025 14:00:00;"8,2";"12,6";"0,0";"3,6";"8,5";"1087,0";"4456";"20175,5";"1120";"3,7"
8/5/2025 8:00:00;"8,3";"12,4";"0,0";"3,5";"8,7";"1084,6";"4427";"20238,9";"1117";"3,7"
8/5/2025 2:00:00;"8,2";"10,5";"0,0";"3,6";"8,8";"1085,4";"4423";"20200,8";"1116";"3,7"
7/5/2025 20:00:00;"8,3";"9,9";"0,0";"3,9";"8,5";"1086,4";"4454";"20118,2";"1117";"3,7"
7/5/2025 14:00:00;"8,2";"12,8";"0,0";"3,9";"8,4";"1087,2";"4467";"20172,7";"1121";"3,6"
7/5/2025 8:00:00;"8,0";"12,4";"0,0";"3,7";"8,0";"1084,3";"4428";"20209,7";"1116";"3,6"
7/5/2025 2:00:00;"7,9";"8,1";"0,0";"3,7";"8,0";"1086,8";"4492";"20228,1";"1115";"3,8"
6/5/2025 20:00:00;"7,9";"6,9";"0,0";"3,8";"8,3";"1084,5";"4455";"20128,9";"1111";"3,8"
6/5/2025 14:00:00;"7,9";"13,0";"0,0";"3,6";"8,8";"1083,3";"4451";"20102,7";"1117";"3,7"
6/5/2025 8:00:00;"7,6";"7,7";"0,0";"3,5";"8,0";"1081,9";"4441";"20243,2";"1109";"3,2"
6/5/2025 2:00:00;"7,9";"10,5";"0,0";"3,6";"8,2";"1107,0";"4521";"20322,5";"1137";"3,3"
5/5/2025 20:00:00;"7,8";"8,4";"0,0";"3,7";"8,3";"1087,4";"4536";"20253,1";"1116";"3,6"
5/5/2025 14:00:00;"7,8";"8,6";"0,0";"3,5";"8,1";"1084,9";"4465";"20259,8";"1113";"3,5"
5/5/2025 8:00:00;"7,8";"10,2";"0,0";"3,5";"7,5";"1085,2";"4477";"20235,2";"1114";"3,8"
5/5/2025 2:00:00;"7,7";"7,1";"0,0";"3,5";"7,5";"1085,6";"4466";"20188,2";"1111";"3,7"
4/5/2025 20:00:00;"7,8";"6,5";"0,0";"3,3";"7,3";"1084,8";"4468";"20075,9";"1110";"3,8"
4/5/2025 14:00:00;"7,7";"10,9";"0,0";"3,1";"9,0";"1084,2";"4481";"20149,1";"1115";"3,6"
4/5/2025 8:00:00;"7,5";"11,1";"0,0";"3,2";"7,5";"1083,5";"4448";"20227,3";"1113";"3,6"
4/5/2025 2:00:00;"7,5";"9,6";"0,0";"3,3";"7,6";"1084,8";"4441";"20277,1";"1113";"3,6"
3/5/2025 20:00:00;"7,6";"6,7";"0,0";"3,4";"7,8";"1085,7";"4464";"20185,6";"1111";"3,9"
3/5/2025 14:00:00;"7,6";"8,8";"0,0";"3,4";"8,1";"1082,9";"4432";"20167,9";"1111";"3,9"
3/5/2025 8:00:00;"7,5";"6,4";"0,0";"3,4";"8,4";"1085,1";"4399";"20173,7";"1111";"3,8"
3/5/2025 2:00:00;"7,5";"8,3";"0,0";"3,4";"8,5";"1084,9";"4423";"20205,5";"1113";"3,9"
2/5/2025 20:00:00;"7,5";"12,8";"0,0";"3,5";"8,7";"1086,1";"4460";"20081,2";"1119";"4,0"
2/5/2025 14:00:00;"7,3";"10,0";"0,0";"3,2";"7,6";"1083,4";"4473";"20149,1";"1112";"3,9"
2/5/2025 8:00:00;"7,2";"9,6";"0,0";"3,1";"7,7";"1084,6";"4433";"20132,1";"1112";"3,9"
2/5/2025 2:00:00;"7,2";"7,1";"0,0";"3,1";"7,7";"1081,9";"4462";"20143,6";"1107";"4,1"
1/5/2025 20:00:00;"7,3";"8,7";"0,0";"3,1";"8,0";"1082,3";"4465";"20097,7";"1109";"4,0"
1/5/2025 14:00:00;"7,1";"12,4";"0,0";"3,1";"8,1";"1084,5";"4463";"20105,2";"1115";"4,0"
1/5/2025 8:00:00;"6,9";"9,2";"0,0";"3,1";"8,2";"1080,4";"4450";"20137,8";"1108";"4,0"
1/5/2025 2:00:00;"6,8";"7,8";"0,0";"3,2";"8,9";"1080,9";"4500";"20135,9";"1108";"4,3"
30/4/2025 20:00:00;"6,8";"7,8";"0,0";"3,3";"9,3";"1082,1";"4494";"20084,7";"1109";"4,3"
30/4/2025 14:00:00;"6,6";"9,7";"0,0";"3,3";"9,4";"1081,9";"4497";"20093,9";"1111";"4,3"
30/4/2025 8:00:00;"6,3";"11,6";"0,0";"3,1";"7,9";"1081,4";"4469";"20064,6";"1110";"4,5"
30/4/2025 2:00:00;"6,1";"8,2";"0,0";"3,0";"8,9";"1072,2";"4463";"20089,3";"1098";"4,8"
29/4/2025 20:00:00;"6,0";"7,4";"0,0";"3,3";"8,8";"1070,8";"4444";"20069,7";"1096";"5,5"
20/3/2025 8:00:00;"12,3";"11,5";"0,0";"3,3";"9,3";"1061,9";"4436";"20040,6";"1098";"3,9"
20/3/2025 2:00:00;"12,3";"8,0";"0,0";"3,5";"9,6";"1063,4";"4415";"20035,6";"1097";"4,1"
19/3/2025 20:00:00;"12,5";"6,9";"0,0";"3,4";"9,5";"1062,6";"4449";"20034,0";"1095";"4,1"
19/3/2025 14:00:00;"12,4";"12,7";"0,0";"3,4";"9,6";"1062,7";"4464";"20109,5";"1101";"4,0"
19/3/2025 8:00:00;"12,0";"12,4";"0,0";"3,4";"8,8";"1061,9";"4421";"20110,9";"1098";"4,0"
19/3/2025 2:00:00;"12,1";"7,4";"0,0";"3,3";"9,0";"1064,4";"4429";"20060,1";"1096";"4,1"
18/3/2025 20:00:00;"12,4";"8,7";"0,0";"3,2";"9,2";"1063,3";"4449";"20063,4";"1097";"3,9"
18/3/2025 14:00:00;"12,2";"12,5";"0,0";"2,9";"9,5";"1062,3";"4460";"20117,1";"1099";"3,7"
18/3/2025 8:00:00;"11,9";"12,5";"0,0";"2,9";"8,3";"1059,7";"4417";"20183,6";"1095";"3,7"
18/3/2025 2:00:00;"12,1";"9,2";"0,0";"3,0";"8,9";"1060,4";"4458";"20122,3";"1094";"4,1"
17/3/2025 20:00:00;"12,3";"9,3";"0,0";"3,2";"9,1";"1060,6";"4461";"20046,7";"1094";"4,1"
17/3/2025 14:00:00;"12,3";"12,0";"0,0";"3,2";"9,1";"1060,5";"4462";"20102,5";"1097";"4,0"
17/3/2025 8:00:00;"12,3";"12,4";"0,0";"3,0";"8,7";"1057,8";"4433";"20152,6";"1094";"4,1"
17/3/2025 2:00:00;"12,1";"9,5";"0,0";"3,0";"8,7";"1057,3";"4409";"20139,7";"1091";"4,1"
16/3/2025 20:00:00;"12,2";"11,4";"0,0";"3,2";"9,5";"1060,2";"4444";"20087,6";"1097";"3,9"
16/3/2025 14:00:00;"12,2";"11,6";"0,0";"3,2";"9,6";"1058,8";"4461";"20171,8";"1095";"3,9"
16/3/2025 8:00:00;"12,1";"12,0";"0,0";"3,3";"9,6";"1057,8";"4423";"20200,6";"1095";"4,1"
16/3/2025 2:00:00;"12,0";"8,9";"0,0";"3,5";"9,9";"1057,3";"4458";"20149,5";"1092";"4,1"
15/3/2025 20:00:00;"12,4";"10,1";"0,0";"3,6";"10,6";"1057,6";"4468";"20146,4";"1094";"4,3"
15/3/2025 14:00:00;"12,4";"11,8";"0,0";"3,7";"10,3";"1058,0";"4483";"20062,3";"1096";"4,7"
15/3/2025 8:00:00;"12,2";"11,6";"0,0";"3,7";"10,1";"1057,5";"4447";"20117,2";"1095";"4,7"
15/3/2025 2:00:00;"12,3";"9,2";"0,0";"3,5";"9,8";"1058,3";"4445";"20080,9";"1093";"4,7"
14/3/2025 20:00:00;"12,3";"6,8";"0,0";"3,4";"9,7";"1053,1";"4435";"20074,6";"1085";"4,6"
14/3/2025 14:00:00;"12,3";"11,9";"0,0";"3,3";"9,8";"1054,9";"4449";"20075,3";"1092";"4,4"
14/3/2025 8:00:00;"12,2";"11,5";"0,0";"3,3";"9,6";"1052,0";"4400";"20077,5";"1089";"4,4"
14/3/2025 2:00:00;"12,2";"9,2";"0,0";"3,2";"9,2";"1053,3";"4431";"20117,6";"1087";"4,1"
13/3/2025 20:00:00;"12,1";"10,4";"0,0";"3,2";"9,0";"1052,4";"4373";"20327,3";"1087";"3,5"
13/3/2025 14:00:00;"12,1";"12,1";"0,0";"3,3";"9,0";"1054,9";"4444";"20351,8";"1092";"3,8"
13/3/2025 8:00:00;"12,1";"10,8";"0,0";"3,4";"10,0";"1052,4";"4406";"20229,8";"1089";"4,4"
13/3/2025 2:00:00;"12,1";"10,9";"0,0";"3,5";"10,2";"1052,9";"4408";"20082,2";"1090";"4,6"
12/3/2025 20:00:00;"12,2";"12,2";"0,0";"3,4";"9,9";"1051,0";"4430";"20077,9";"1089";"4,6"
12/3/2025 14:00:00;"11,9";"12,7";"0,0";"3,3";"9,7";"1050,3";"4441";"20103,8";"1088";"4,6"
12/3/2025 8:00:00;"11,9";"13,0";"0,0";"3,3";"9,6";"1049,0";"4406";"20174,7";"1087";"4,6"
12/3/2025 2:00:00;"11,9";"7,2";"0,0";"3,4";"9,7";"1048,0";"4394";"20142,3";"1080";"4,6"
11/3/2025 20:00:00;"12,1";"11,2";"0,0";"3,6";"9,8";"1048,0";"4401";"20157,4";"1085";"4,6"
11/3/2025 14:00:00;"12,0";"13,2";"0,0";"3,7";"9,9";"1049,2";"4405";"20150,7";"1088";"4,7"
11/3/2025 8:00:00;"12,0";"11,9";"0,0";"3,8";"9,9";"1047,6";"4375";"20181,1";"1085";"4,7"
11/3/2025 2:00:00;"12,0";"8,3";"0,0";"4,0";"9,7";"1045,5";"4386";"20132,6";"1079";"4,7"
10/3/2025 20:00:00;"12,1";"11,2";"0,0";"4,1";"10,3";"1046,7";"4398";"20152,4";"1084";"4,6"
10/3/2025 14:00:00;"12,0";"12,0";"0,0";"4,0";"10,1";"1044,4";"4428";"20180,3";"1082";"4,5"
10/3/2025 8:00:00;"11,8";"12,3";"0,0";"3,9";"10,1";"1045,9";"4380";"20187,6";"1084";"4,6"
10/3/2025 2:00:00;"11,9";"9,4";"0,0";"4,0";"10,1";"1043,4";"4382";"20173,9";"1079";"4,7"
9/3/2025 20:00:00;"11,9";"12,7";"0,0";"3,9";"10,1";"1041,5";"4380";"20202,2";"1080";"4,5"
9/3/2025 14:00:00;"11,9";"13,4";"0,0";"3,9";"9,6";"1041,4";"4419";"20199,8";"1080";"4,6"
9/3/2025 8:00:00;"11,8";"11,3";"0,0";"3,9";"9,7";"1041,7";"4379";"20229,5";"1078";"4,6"
9/3/2025 2:00:00;"11,8";"7,3";"0,0";"4,0";"9,6";"1040,7";"4363";"20152,4";"1073";"4,7"
8/3/2025 20:00:00;"11,9";"8,0";"0,0";"4,1";"9,7";"1039,0";"4358";"20228,5";"1073";"4,6"
8/3/2025 14:00:00;"11,9";"12,3";"0,0";"4,1";"9,7";"1040,1";"4387";"20222,8";"1078";"4,5"
8/3/2025 8:00:00;"11,6";"12,4";"0,0";"3,9";"9,6";"1036,0";"4319";"20205,9";"1073";"4,6"
8/3/2025 2:00:00;"11,6";"9,8";"0,0";"3,8";"10,0";"1035,3";"4349";"20235,6";"1071";"4,6"
7/3/2025 20:00:00;"11,7";"11,8";"0,0";"3,9";"10,1";"1035,6";"4340";"20234,2";"1073";"4,5"
7/3/2025 14:00:00;"11,4";"12,0";"0,0";"3,7";"10,0";"1033,6";"4349";"20265,4";"1071";"4,4"
7/3/2025 8:00:00;"11,3";"12,0";"0,0";"3,9";"9,5";"1032,3";"4314";"20303,0";"1069";"4,5"
7/3/2025 2:00:00;"11,5";"11,2";"0,0";"4,0";"9,4";"1031,9";"4323";"20234,1";"1068";"4,5"
6/3/2025 20:00:00;"11,6";"11,7";"0,0";"4,0";"9,5";"1032,0";"4326";"20247,3";"1069";"4,4"
6/3/2025 14:00:00;"11,6";"12,3";"0,0";"4,0";"9,4";"1030,4";"4336";"20322,3";"1068";"4,3"
6/3/2025 8:00:00;"11,5";"12,1";"0,0";"3,9";"9,7";"1030,1";"4300";"20392,2";"1067";"4,1"
6/3/2025 2:00:00;"11,5";"7,6";"0,0";"3,9";"9,8";"1030,7";"4306";"20344,1";"1064";"4,4"
5/3/2025 20:00:00;"11,6";"11,5";"0,0";"4,1";"10,0";"1033,1";"4340";"20283,3";"1070";"4,4"
5/3/2025 14:00:00;"11,5";"11,6";"0,0";"4,1";"10,2";"1027,9";"4318";"20330,7";"1065";"4,3"
5/3/2025 8:00:00;"11,4";"12,3";"0,0";"4,1";"10,2";"1028,7";"4297";"20403,8";"1067";"4,2"
5/3/2025 2:00:00;"11,6";"8,4";"0,0";"4,3";"10,2";"1032,5";"4310";"20320,5";"1067";"4,6"
4/3/2025 20:00:00;"11,5";"10,8";"0,0";"4,3";"10,0";"1029,6";"4321";"20287,2";"1066";"4,6"
4/3/2025 14:00:00;"11,4";"11,0";"0,0";"4,3";"9,7";"1028,0";"4326";"20288,7";"1064";"4,5"
4/3/2025 8:00:00;"11,5";"12,0";"0,0";"4,4";"9,4";"1029,2";"4287";"20285,1";"1066";"4,5"
4/3/2025 2:00:00;"11,5";"9,0";"0,0";"4,5";"9,0";"1027,4";"4287";"20325,6";"1061";"4,5"
3/3/2025 20:00:00;"11,5";"10,8";"0,0";"4,6";"9,5";"1026,9";"4302";"20342,0";"1063";"4,5"
3/3/2025 14:00:00;"11,4";"13,2";"0,0";"4,4";"9,4";"1026,6";"4313";"20309,5";"1065";"4,4"
3/3/2025 8:00:00;"11,2";"12,3";"0,0";"4,3";"8,8";"1020,7";"4258";"20360,6";"1057";"4,3"
3/3/2025 2:00:00;"11,2";"7,9";"0,0";"4,3";"8,8";"1023,9";"4246";"20395,1";"1056";"4,4"
2/3/2025 20:00:00;"11,2";"8,0";"0,0";"4,2";"8,7";"1023,2";"4271";"20387,0";"1055";"4,1"
2/3/2025 14:00:00;"11,1";"12,6";"0,0";"4,2";"8,6";"1021,4";"4282";"20417,7";"1058";"3,8"
2/3/2025 8:00:00;"11,1";"10,0";"0,0";"4,1";"8,7";"1019,1";"4208";"20489,5";"1053";"4,1"
2/3/2025 2:00:00;"11,1";"10,0";"0,0";"4,3";"8,3";"1022,9";"4252";"20417,9";"1057";"4,5"
1/3/2025 20:00:00;"11,2";"10,4";"0,0";"4,3";"9,5";"1023,2";"4274";"20380,3";"1059";"4,4"
1/3/2025 14:00:00;"11,1";"11,6";"0,0";"4,2";"9,9";"1022,4";"4281";"20392,2";"1059";"4,4"
1/3/2025 8:00:00;"11,0";"6,7";"0,0";"4,2";"8,5";"1017,3";"4208";"20388,5";"1048";"4,4"
1/3/2025 2:00:00;"11,0";"9,4";"0,0";"4,3";"8,7";"1018,3";"4221";"20401,7";"1052";"4,4"
28/2/2025 20:00:00;"11,1";"8,9";"0,0";"4,5";"9,0";"1018,0";"4246";"20394,9";"1052";"4,4"
28/2/2025 14:00:00;"11,0";"11,4";"0,0";"4,6";"9,5";"1017,4";"4277";"20403,1";"1054";"4,3"
28/2/2025 8:00:00;"10,5";"9,8";"0,0";"4,7";"8,3";"1015,3";"4217";"20409,9";"1049";"4,4"
28/2/2025 2:00:00;"10,7";"7,7";"0,0";"4,7";"9,2";"1014,5";"4224";"20351,8";"1047";"4,4"
27/2/2025 20:00:00;"10,8";"6,5";"0,0";"4,3";"8,7";"1013,3";"4224";"20453,1";"1044";"4,4"
27/2/2025 14:00:00;"10,8";"9,4";"0,0";"4,2";"8,8";"1014,7";"4230";"20487,1";"1048";"4,4"
27/2/2025 8:00:00;"10,8";"9,8";"0,0";"4,1";"8,6";"1013,3";"4198";"20464,3";"1047";"4,5"
27/2/2025 2:00:00;"10,9";"8,4";"0,0";"4,3";"9,0";"1012,9";"4228";"20427,7";"1045";"4,5"
